Country,year,GDP_Growth,Total_Uemp_Nat,Uemp_Male,Uemp_Female,Youth_Uemp_M,Youth_Uemp_F,Pop_Growth,Remit_GDP,Edu_Spend,Gov_Consump,Lab_Force,LFPR,Internet_Users,HighTech_Exp,FDI,Private_Credit,Real_Interest,Energy_Imp,Edu_Tertiary,Life_Exp,Inflation
Morocco,2003,6.17110215,11.92,,13.004,17.02,15.906,1.270310816,6.227737749,,15.63229161,10130763,51.92,3.35337,,3.985619848,36.30302764,,91.41625178,11.04150009,67.958,1.167733675
Morocco,2004,4.571380165,10.83,,11.37,15.39,14.446,1.282190216,6.38416481,,16.14793301,10344794,52.61,11.6079,,1.351186477,36.59064158,,83.34307392,11.13580036,68.272,1.493444034
Morocco,2005,3.19224973,11.01,,11.563,15.7,14.353,1.343473016,6.66528635,,16.79347797,10570285,52.1,15.0844,,2.426354676,39.78454177,,86.81926987,11.69873047,68.748,0.98264166
Morocco,2006,7.79082001,9.67,,9.67,16.56,14.046,1.351365506,7.183838159,,16.13869446,10794828,35.95,19.7712,,3.242834977,41.96924851,,87.45848475,12.16536999,69.157,3.28476167
Morocco,2007,3.441067767,9.56,,9.427,15.58,12.891,1.340581014,7.740809625,,15.92180309,11012488,52.27,21.5,,3.249993323,50.4158079,,91.89761108,11.60391998,69.62,2.042085127
Morocco,2008,5.684539363,9.57,,9.784,18.25,15.976,1.338696045,6.770861229,4.853390217,15.23314732,11222651,50.59,33.1,,2.422135089,55.0588556,,89.61858386,12.63737011,70.051,3.714843115
Morocco,2009,3.745769401,8.96,,9.286,16.65,14.593,1.332600982,6.197538946,4.831190109,16.75084572,11317347,36.51,41.3,,1.947827443,58.04497022,,93.60503243,13.09867954,70.454,0.971862999
Morocco,2010,3.499557094,9.09,,9.491,17.62,15.863,1.352742862,6.367442176,,16.58693723,11402901,49.61,52,,1.229982458,61.68199596,,95.92709689,13.98964412,70.821,0.993557401
Morocco,2011,5.524645233,8.91,,10.246,17.92,17.305,1.36305169,6.591814385,,17.22104006,11491567,49.16,46.1075,,2.290468405,64.7617613,,95.43553284,15.85399773,71.263,0.90692491
Morocco,2012,3.062343685,8.99,,9.957,18.61,19.016,1.335971286,6.08571534,5.552948386,18.22795912,11505127,48.41,55.4161,,2.657587126,65.74378648,,103.803754,19.04722825,71.674,1.287122401
Morocco,2013,4.122212869,9.23,,9.572,19.13,18.076,1.287810153,5.945863432,,18.32857502,11668836,48.31,56,,2.90386264,62.86274101,,99.66103597,22.40689087,72.117,1.880654667
Morocco,2014,2.71924408,9.7,,10.287,19.94,17.553,1.227238741,6.537933356,5.482760366,19.10512115,11789129,48.06,56.7746,,2.959254355,63.03970145,,102.7875182,25.3112415,72.522,0.442310054
Morocco,2015,4.344582976,9.46,,10.415,20.8,21.355,1.170756399,6.252426913,5.133369044,18.15643728,11817289,47.47,57.08,3.703917088,2.946111084,58.39652293,,96.03665294,28.55191306,72.894,1.557907113
Morocco,2016,0.521185506,9.3,,10.693,22.24,22.672,1.194507263,5.721345591,5.085301974,18.36172571,11764216,46.55,58.2712,3.744987469,1.930005403,59.18966014,,94.92509663,32.09525792,73.228,1.635311143
Morocco,2017,5.057898162,,,10.629,,22.644,1.200343364,5.755836946,4.73564982,17.98197398,11672302,45.5,61.7622,3.863137613,2.260921961,58.22478357,,95.12793232,33.47354331,73.608,0.754663249
Morocco,2018,3.06564133,,,10.685,,22.895,1.103642101,5.433765974,4.960227135,17.99576151,11919387,,64.8039,4.018602192,2.783379368,57.7666059,,96.28682834,35.31918636,73.946,1.803916711
Morocco,2019,2.890974761,,,10.621,,22.964,1.030223159,5.400685747,5.003256721,18.17893657,12163466,,84.1204,4.853753882,1.334797896,58.81873593,,92.42728368,37.72120214,74.245,0.303386037
Morocco,2020,-7.178207442,,,12.219,,27.223,1.025654864,6.109530919,6.284282636,19.40498596,11894936,,84.1204,4.389071145,1.169073346,66.00824188,,90.73217034,39.68580476,73.133,0.705968661
Morocco,2021,8.154738898,12.28,,11.901,31.76,25.779,1.006918479,7.67928537,5.642734013,18.97383835,12266110,45.3,88.1303,4.30127636,1.594223214,61.81409662,,91.35570104,42.53196738,73.385,1.40195884
Morocco,2022,1.812692422,11.79,,11.046,32.65,23.128,1.008636227,8.511102571,5.912246741,18.94057842,12170356,44.3,89.9,4.498382084,1.748143237,63.69074933,,94.00201185,45.94002192,75.161,6.657042028
Morocco,2023,3.65564411,,,10.578,,22.532,1.021951812,8.045683883,6.020969288,18.15054167,12335833,,91,5.430705673,0.725864123,57.66171969,,93.64488051,47.46870393,75.313,6.091141525
Morocco,2024,3.79336516,,,10.76,,22.82,0.972827595,7.789590243,,17.95191505,12497271,,,,1.020477899,54.77407161,,,48.18396175,,0.985256592
Morocco,2025,,,,10.626,,22.592,,,,,12631464,,,,,,,,,,
Tunisia,1960,,,,,,,,,,,,,,,,,,,,44.049,
Tunisia,1961,,,,,,,1.141496016,,,,,,,,,21.81781517,,,,44.257,
Tunisia,1962,-4.590084506,,,,,,1.217182108,,,,,,,,,24.13884965,,,,45.562,
Tunisia,1963,-10.73399471,,,,,,1.318646657,,,,,,,,,25.27283644,,,,46.412,
Tunisia,1964,-4.675949858,,,,,,1.407178092,,,,,,,,,28.06158772,,,,47.272,
Tunisia,1965,-2.536692229,,,,,,1.58027801,,,15.18354795,,,,,,28.61983471,,,,48.204,
Tunisia,1966,3.454867893,,,,,,1.973262117,,,14.45562672,,44.94,,,,32.6863678,,,,49.158,
Tunisia,1967,0.16195247,,,,,,2.309250235,,,13.85964912,,,,,,34.85315789,,,,50.157,
Tunisia,1968,10.40972859,,,,,,2.467309393,,,17.13972087,,,,,,34.93084523,,,,51.342,
Tunisia,1969,4.747815404,,,,,,2.525234854,,,17.43945659,,,,,,34.60307147,,,,52.297,
Tunisia,1970,4.669631773,,,,,,2.500087545,,,16.8607729,,,,,1.111699312,33.72088407,,,,53.792,
Tunisia,1971,10.56019748,,,,,,2.506843929,,,15.660463,,,,,1.364853722,32.31706764,,,2.302629948,54.906,
Tunisia,1972,17.74271826,,,,,,2.531497142,,,14.57611241,,,,,1.474823326,31.08955504,,,2.367439985,56.095,
Tunisia,1973,-0.654643502,,,,,,2.573538523,,,15.14809346,,,,,2.12390932,34.37670459,,,2.221859932,57.115,
Tunisia,1974,8.074782334,,,,,,2.627723881,,,13.2252229,,,,,0.789651376,33.47099108,,,2.414609909,58.251,
Tunisia,1975,7.156099909,,,,,,2.683063732,,,14.61467785,,51.75,,,1.039509303,38.65171701,,,2.644320011,59.306,
Tunisia,1976,7.876852653,,,,,,2.665392469,3.155716618,,15.16295913,,,,,2.431453705,39.1818417,,,3.732660055,60.313,
Tunisia,1977,3.41109585,,,,,,2.615766365,3.285204266,,16.18230759,,,,,1.825113492,39.79209818,,,4.074200153,61.256,
Tunisia,1978,6.440473533,,,,,,2.462299259,3.703854288,,16.34928942,,,,,1.529852865,39.7344096,,,4.556379795,62.147,
Tunisia,1979,6.567521176,,,,,,2.30358298,3.935655597,,15.20876112,,,,,0.684461856,37.2301848,,,4.766059875,62.929,
Tunisia,1980,7.418739595,,,,,,2.293301542,3.643065768,5.235159874,14.46688321,,49.02,,,2.682877928,37.690185,,,4.812369823,63.669,
Tunisia,1981,5.514072829,,,,,,2.276116652,4.276788712,4.889359951,14.79336857,,,,,3.507927703,42.19483421,,,4.910170078,64.374,
Tunisia,1982,-0.493737604,,,,,,2.200408002,4.579131881,5.286049843,16.52235451,,,,,4.18366144,45.93060528,,,4.878550053,65.01,
Tunisia,1983,4.681917385,,,,,,2.079338701,4.304795674,5.457630157,16.91924984,,,,,2.205325622,47.18789365,,,4.86413002,65.696,
Tunisia,1984,5.748843263,,,,,,2.329456836,3.836315673,5.517449856,16.87043853,,50.77,,,1.372340501,47.15930073,,,4.844560146,66.294,8.9
Tunisia,1985,5.648573237,,,,,,2.595630173,3.22015369,5.539720058,17.04116381,,,,,1.282362082,49.59434621,,,5.077499866,66.877,7.2543618
Tunisia,1986,-1.446988414,,,,,,2.537050297,3.854532622,5.879489899,17.77554327,,,,,0.712250563,52.18177755,,,5.26846981,67.429,6.164383562
Tunisia,1987,6.701371096,,,,,,2.46513393,4.729129803,,16.94771819,,,,,0.94582597,49.98577527,,,5.068170071,68.011,8.225806452
Tunisia,1988,0.072159077,,,,,,2.340223569,4.930373478,,16.58314666,,,,,0.600420178,51.37492783,,,5.37071991,68.456,7.196969697
Tunisia,1989,1.746699128,16.13,,,30.83,,2.198016072,4.452602047,,17.26295373,,48.09,,,0.771645304,58.89190711,,,6.636300087,68.825,7.74088604
Tunisia,1990,7.949819437,,,,,,2.098246765,4.483467582,5.790860176,16.35677765,2547966,,0,,0.629908672,55.07633348,,-17.52889378,7.636670113,69.092,6.545293073
Tunisia,1991,3.904545303,,,17.374,,27.068,2.107702643,4.01184007,6.027470112,16.57106278,2629038,,,,0.959532829,53.7573324,,-31.45630311,8.36275959,69.398,8.193715095
Tunisia,1992,7.805728877,,,17.062,,26.973,2.102980615,3.429203765,5.754889965,16.00125494,2709741,,,,3.392722969,54.00472063,,-25.72420565,9.211529732,69.684,5.824345146
Tunisia,1993,2.189828861,,,17.373,,27.536,1.999995742,3.055310328,5.983769894,16.25792744,2794283,,,,3.846417427,53.9262361,,-6.9031212,10.39853954,69.992,3.974956319
Tunisia,1994,3.178411322,,,17.421,,27.785,1.796141204,4.021803003,6.176469803,16.32877613,2876850,48.41,0.00738,,2.763408719,53.81392202,,4.375927192,11.02460957,70.363,4.73323064
Tunisia,1995,2.351669851,,,17.721,,28.644,1.571124831,3.770663542,6.429759979,16.28918941,2955693,,0.0112,,1.530549276,54.38617037,,2.062178042,11.47889042,70.785,6.244150287
Tunisia,1996,7.146080968,,,17.46,,28.747,1.443200568,3.755315687,6.287809849,15.55099836,3034707,,0.0276,,1.2168062,49.15762366,,-0.535727641,12.33485031,71.247,3.725144727
Tunisia,1997,5.440943501,15.94,,17.345,31.85,29.055,1.355438785,3.299422805,6.679029942,16.337596,3114488,48.63,0.0437,,1.651890678,45.93822189,,0.578945762,13.08724022,71.67,3.652026207
Tunisia,1998,4.783762478,,,16.87,,28.417,1.269830911,3.294733662,,16.42855704,3166879,,0.108,,2.984593697,46.48990031,,-0.927893891,14.46642971,72.067,3.125365797
Tunisia,1999,6.054634479,15.21,,16.579,,28.007,1.190744383,3.317925617,6.270989895,16.27473747,3218934,,1.6,,1.513826527,46.48810617,,8.511063536,16.05459976,72.344,2.690124858
Tunisia,2000,4.709972914,14.94,,16.108,,27.277,1.122225591,3.70667247,6.201960087,16.67119667,3270136,,2.75074,,3.496027471,53.39780657,,11.13384741,18.24727058,72.604,2.962307947
Tunisia,2001,3.796271662,14.4,,15.565,,26.404,1.06692196,4.20173772,6.201849937,16.57164277,3319983,,4.29797,,2.046216975,49.59691379,,21.3593977,20.59634018,72.822,1.983333333
Tunisia,2002,1.322557148,14.55,,15.741,,26.679,1.026540082,4.625058184,5.790060043,17.22672729,3367629,,5.25289,,3.415072206,50.61047319,,20.19383588,22.05709076,73.07,2.721032849
Tunisia,2003,4.702399533,14.51,,16.207,,27.514,0.999023084,4.554011464,6.81675005,17.20115794,3412860,33.2,6.49085,,1.965046476,49.51270986,,24.90472861,25.97429085,73.304,2.712592475
Tunisia,2004,6.235790722,14.23,,16.314,,27.798,0.934209359,4.590034314,6.720789909,16.92238372,3455889,,8.52882,,1.898889497,49.54991849,,23.55841136,28.32205009,73.519,3.63228005
Tunisia,2005,3.486545543,12.872,,15.173,28.186,25.955,0.874656406,4.315396183,6.451570034,16.91934752,3495960,45.499,9.65509,,2.208449195,49.99781647,,21.24806838,30.42634964,73.712,2.017786414
Tunisia,2006,5.244099832,12.51,,15.159,27.657,26.961,0.882818284,4.392628759,6.438799858,16.70899244,3585831,45.637,12.9864,,9.424733697,48.53597357,,27.25102124,31.58846092,73.888,3.225253374
Tunisia,2007,6.709520975,12.365,,15.173,27.873,26.761,0.916799635,4.408947103,6.464519978,16.64109737,3653322,45.859,17.1,,3.893951599,47.95322633,,15.43796517,32.14168167,74.039,2.966944325
Tunisia,2008,4.237781475,12.444,,15.957,28.391,27.807,0.961991588,4.407019422,6.271570206,16.13259229,3722463,46.166,27.53,5.55706131,5.797386196,48.45600789,,23.5144207,33.58274841,74.192,4.345028076
Tunisia,2009,3.043450124,13.29,,18.814,30.894,30.516,1.01963219,4.520665608,6.528480053,16.63116168,3800334,46.511,34.07,6.837577205,3.50988118,49.92723604,,19.06841871,35.30818176,74.32,3.664903306
Tunisia,2010,2.971132751,13.049,,18.987,29.394,32.686,1.076732866,4.465416983,5.963069916,15.15364473,3870527,46.892,36.8,8.002039258,2.888142318,52.20073232,,20.13278085,36.04253006,74.438,3.338979636
Tunisia,2011,-2.046633895,18.334,,27.443,42.267,45.365,1.108961271,4.165337212,,16.43109634,3932836,47.193,39.1,8.302148074,0.899077535,57.889054,,25.56558337,35.94279861,74.471,3.24002842
Tunisia,2012,4.216677115,17.63,,25.673,37.627,42.128,1.129111331,4.788938884,5.950860023,16.65698509,4026524,47.776,41.4416,7.042360308,3.28518934,57.80890077,,29.38219949,36.06930923,74.599,4.611844322
Tunisia,2013,2.429930964,15.934,,23.056,34.74,37.511,1.189251093,4.704716774,,17.30276167,4026064,47.424,43.8,6.421736052,2.174412807,57.91723382,,33.2000055,34.21300888,74.674,5.316235313
Tunisia,2014,3.090328031,14.259,,21.57,36.789,39.969,1.186033545,4.6678665,,17.3282153,4050207,41.874,46.16,6.765413034,2.038427469,59.76783922,,39.15072329,33.72523117,74.784,4.625550995
Tunisia,2015,0.967834206,15.159,,22.236,35.038,37.406,1.128719734,4.306241941,6.220449924,17.9055747,4077612,47.065,46.5,7.785429726,2.119992606,60.09659313,,45.18260449,33.37385178,74.875,4.437371273
Tunisia,2016,1.117231964,15.557,,23.501,34.895,38.105,1.102539116,4.105600448,,18.71925732,4133705,47.165,49.6,7.855967515,1.403445586,62.20916447,,47.55480461,31.21281052,75.007,3.629399374
Tunisia,2017,2.252614376,15.33,,22.676,34.874,37.5,1.051160255,4.483318057,,19.12451047,4149640,46.975,55.5002,7.389752594,1.923312568,64.71590586,,52.36213843,30.92774963,75.177,5.308848396
Tunisia,2018,2.606969654,15.459,,22.773,,36.073,0.982378425,3.979920856,,18.38802324,4284730,,64.1908,6.764499904,2.32248035,63.48659474,,54.46107628,30.95947075,75.37,7.30759176
Tunisia,2019,1.55009305,17.153,,25.276,37.921,38.47,0.926946082,4.269805218,6.173732404,18.81648509,4418079,48.934,66.7,6.885857351,1.9448765,59.25508391,,57.84013778,31.44108963,75.599,6.720075329
Tunisia,2020,-8.975126229,,,24.607,,41.561,0.830022186,5.367062861,7.265075455,21.63535201,4082144,,68.5564,7.648322245,1.466343049,67.61491749,,55.32361776,32.51819992,75.004,5.634151159
Tunisia,2021,4.736036482,,,22.357,,38.901,0.620790375,6.303394406,6.679846562,20.80632728,4089131,,68.3155,7.168311184,1.162893014,64.6050165,,53.30718906,33.27402878,72.893,5.706350208
Tunisia,2022,2.75228761,15.3,,20.155,37.802,36.566,0.585173209,6.246506687,6.804989607,20.36925085,4232595,45.815,70.5532,7.189886086,1.431591999,65.96743132,,53.1400289,37.12768936,76.05,8.306461244
Tunisia,2023,0.184015548,15.106,,20.453,38.513,36.303,0.666925035,5.958119833,6.733988563,19.41879522,4220581,45.394,72.3542,7.701107443,1.463513338,62.69223253,,,38.12194824,76.508,9.328995975
Tunisia,2024,1.61444565,,,20.72,,36.595,0.626519257,6.344870138,,18.93727239,4241942,,,,1.479773658,60.57177582,,,,,7.206616572
Tunisia,2025,,,,20.415,,35.98,,,,,4268286,,,,,,,,,,
,avg,4.270346553,12.01955405,14.68613793,17.63035838,27.46472368,33.50084971,2.340356071,9.749669683,4.567468043,16.71567246,8765688.135,44.86845736,32.00185842,3.988709982,2.830637318,44.53088948,4.435582442,48.84040572,23.53224596,65.05157813,22.42074458
,std,6.124465874,4.323855525,2.842853606,5.896817421,8.101927469,13.72097105,1.586136987,6.646958857,1.475771118,4.825924482,9619255.584,5.04889253,29.99118585,3.527766148,3.41195571,22.74832332,7.473560179,52.83578389,13.98684255,9.369086428,31.60150552
,min,-42.45111822,1.53,6.6,9.286,15.254,12.891,-3.21837129,2.627839212,1.2249087,2.360136821,784076,27.35,0,0.504375385,-0.59839699,10.26770078,-28.9859086,-67.70447128,1.278040051,36.436,-3.749145248
,max,49.44737918,22.86,19.837,32.183,43.738,60.502,9.992304727,33.34977305,7.476910114,34.31043257,36106369,54.38,92.5344,24.11672345,23.53729134,102.1619469,23.06925464,104.6874106,58.17611491,78.306,221.341644
